Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","020","Andorra","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","","O","Missing value",""
"FS","Suite of Food Security Indicators","020","Andorra","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.02","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","5990.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","024","Angola","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","024","Angola","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","024","Angola","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1670","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2121","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.36","E","Estimated value",""
"FS","Suite of Food Security Indicators","024","Angola","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","4","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","18057.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1888","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2449","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.24","E","Estimated value",""
"FS","Suite of Food Security Indicators","028","Antigua and Barbuda","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","4.18","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","21506.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","032","Argentina","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","032","Argentina","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","032","Argentina","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1864","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2417","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.29","E","Estimated value",""
"FS","Suite of Food Security Indicators","032","Argentina","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.55","E","Estimated value",""
"FS","Suite of Food Security Indicators","051","Armenia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","13317.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","051","Armenia","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1873","E","Estimated value",""
"FS","Suite of Food Security Indicators","051","Armenia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2428","E","Estimated value",""
"FS","Suite of Food Security Indicators","051","Armenia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.23","E","Estimated value",""
"FS","Suite of Food Security Indicators","051","Armenia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","2.56","E","Estimated value",""
"FS","Suite of Food Security Indicators","036","Australia","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","49308.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","036","Australia","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","036","Australia","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","036","Australia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","036","Australia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1906","E","Estimated value",""
"FS","Suite of Food Security Indicators","036","Australia","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2479","E","Estimated value",""
"FS","Suite of Food Security Indicators","036","Australia","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.22","E","Estimated value",""
"FS","Suite of Food Security Indicators","036","Australia","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","2.12","E","Estimated value",""
"FS","Suite of Food Security Indicators","040","Austria","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","53944.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","040","Austria","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","040","Austria","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","040","Austria","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","040","Austria","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1938","E","Estimated value",""
"FS","Suite of Food Security Indicators","040","Austria","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2530","E","Estimated value",""
"FS","Suite of Food Security Indicators","040","Austria","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.21","E","Estimated value",""
"FS","Suite of Food Security Indicators","040","Austria","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","1.86","E","Estimated value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","14421","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1866","E","Estimated value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2410","E","Estimated value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.21","E","Estimated value",""
"FS","Suite of Food Security Indicators","031","Azerbaijan","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","2.44","E","Estimated value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","31046.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","044","Bahamas","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","044","Bahamas","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1903","E","Estimated value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2473","E","Estimated value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.21","E","Estimated value",""
"FS","Suite of Food Security Indicators","044","Bahamas","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","4.07","E","Estimated value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","41335.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","048","Bahrain","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","048","Bahrain","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1967","E","Estimated value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2556","E","Estimated value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","","O","Missing value",""
"FS","Suite of Food Security Indicators","048","Bahrain","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.02","E","Estimated value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","6019.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1792","E","Estimated value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2309","E","Estimated value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.26","E","Estimated value",""
"FS","Suite of Food Security Indicators","050","Bangladesh","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","2.64","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","13487.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","052","Barbados","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","052","Barbados","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","052","Barbados","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1908","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2485","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.22","E","Estimated value",""
"FS","Suite of Food Security Indicators","052","Barbados","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.38","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","19751.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","112","Belarus","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","112","Belarus","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","112","Belarus","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1888","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2449","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","112","Belarus","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","2.49","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","51601.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","056","Belgium","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","056","Belgium","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1945","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2539","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","056","Belgium","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","1.82","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","6300.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","084","Belize","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","084","Belize","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1777","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2289","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.25","E","Estimated value",""
"FS","Suite of Food Security Indicators","084","Belize","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.34","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","3449.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","204","Benin","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","204","Benin","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","204","Benin","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1732","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2214","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","204","Benin","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.45","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","I$","77546.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","060","Bermuda","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","060","Bermuda","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","1921","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6173","Value","21058","Coefficient of variation of habitual caloric consumption distribution (real number)","2021","2021","Number","0.24","E","Estimated value",""
"FS","Suite of Food Security Indicators","060","Bermuda","6121","Value","21059","Incidence of caloric losses at retail distribution level (percent)","2021","2021","%","3.02","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6127","Value","21030","Per capita food production variability (constant 2014-2016 thousand int$ per capita)","2021","2021","1000 I$","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/capita/day","","O","Missing value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age","2021","2021","%","","","",""
"FS","Suite of Food Security Indicators","064","Bhutan","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/capita/day","1817","E","Estimated value",""
"FS","Suite of Food Security Indicators","064","Bhutan","6128","Value","21057","Average dietary energy requirement (kcal/cap/day)","2021","2021","kcal/capita/day","2347","E","Estimated value",""
